Index,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Pages,Num Pages,Issue,Volume,Notes,Manual Tags
54,conferencePaper,2012,"Hu, Y.; Ogihara, M.",Identifying Accuracy of Social Tags by Using Clustering Representations of Song Lyrics,2012 11th International Conference on Machine Learning and Applications,,,10.1109/ICMLA.2012.107,,582–585,,,1,A1,Bayes methods; CLOPE; Clustering algorithms; Clustering methods; content-based retrieval; emotion recognition; hierarchical clustering algorithm; Labeling; lyrics; lyrics clustering; lyrics representation; lyrics semantic information; mood; music; music retrieval; music song classification; music tag cleaning; music tag filtering; naive Bayes method; pattern classification; pattern clustering; probability; semantics; social tag; social tag accuracy identification; song lyrics; tag category; tag clouds; tag grouping; text analysis; text classification; topic; Vectors
55,conferencePaper,2010,"Hu, Xiao; Downie, J. Stephen",Improving Mood Classification in Music Digital Libraries by Combining Lyrics and Audio,Proceedings of the 10th Annual Joint Conference on Digital Libraries,978-1-4503-0085-8,,10.1145/1816123.1816146,http://doi.acm.org/10.1145/1816123.1816146,159–168,,,,A1,audio features; feature fusion; lyric sentiment analysis; music digital libraries; music mood classification; supervised learning
56,journalArticle,2009,"Pachet, F.; Roy, P.",Improving Multilabel Analysis of Music Titles: A Large-Scale Validation of the Correction Approach,"IEEE Transactions on Audio, Speech, and Language Processing",,1558-7916,10.1109/TASL.2008.2008734,,335–343,,2,17,A1,acoustic signal processing; acoustic signals; data mining; feature extraction; Humans; Large-scale systems; learning (artificial intelligence); Learning systems; meta data; mood; multilabel analysis; Multiple signal classification; music; pattern classification; performance analysis; Robustness; Spatial databases; speech analysis; supervised classification
57,conferencePaper,2010,"Morton, Brandon G.; Speck, Jacquelin A.; Schmidt, Erik M.; Kim, Youngmoo. E.",Improving Music Emotion Labeling Using Human Computation,Proceedings of the ACM SIGKDD Workshop on Human Computation,978-1-4503-0222-7,,10.1145/1837885.1837899,http://doi.acm.org/10.1145/1837885.1837899,45–48,,,,A1,arousal; emotion; human computation; mood labels; mood prediction; moodswings; music; valence
58,conferencePaper,2010,"Soysa, A. I.; Lokuge, K.",Interactive machine learning for incorporating user emotions in automatic music harmonization,2010 Fifth International Conference on Information and Automation for Sustainability,,,10.1109/ICIAFS.2010.5715645,,114–118,,,,A1,artificial intelligence; automatic music harmonization; chord progression; Dynamic programming; emotional factor; emotion recognition; feature extraction; Generators; harmonic generation; hidden markov model; hidden Markov models; HMM; Lead; learning (artificial intelligence); machine learning; melody; music; piano; training; tune extraction; usability; user emotions; word extraction; word processing
59,conferencePaper,2009,"Sun, Jiayin; Li, Haifeng; Lei, Li",Key detection through pitch class distribution model and ANN,2009 16th International Conference on Digital Signal Processing,,,10.1109/ICDSP.2009.5201119,,1–6,,,,A1,ANN; artificial intelligence; artificial neural network; artificial neural networks; chord transcription; Computer science; constant Q transform; distribution matrix; Frequency; high-level music content concepts; Humans; information retrieval; key detection; key finding; mir; mood; Multiple signal classification; music; music information retrieval; music mood comprehension; music note; music structure analysis; neural nets; onset detection; pitch class distribution matrix; pitch class distribution model; pitch tuning; polyphonic music; Robustness; Signal analysis; Sun; Western music
60,conferencePaper,2010,"Dewi, K. C.; Harjoko, A.",Kid's song classification based on mood parameters using K-Nearest Neighbor classification method and Self Organizing Map,2010 International Conference on Distributed Frameworks for Multimedia Applications,,,,,1–5,,,,A1,child psychology; feature extraction; kid song classification; K-nearest neighbor; k-nearest neighbor classification method; mood; mood classification; mood parameters; music; music classification; Organizing; pattern classification; rhythm; Robert Thayer energy-stress model; self-organising feature maps; self-organizing map; Self Organizing Map; Smoothed Data Histogram; Testing
61,conferencePaper,2010,"Chu, W. R.; Tsai, R. T. H.; Wu, Y. S.; Wu, H. H.; Chen, H. Y.; Hsu, J. Y. j","LAMP, A Lyrics and Audio MandoPop Dataset for Music Mood Estimation: Dataset Compilation, System Construction, and Testing",2010 International Conference on Technologies and Applications of Artificial Intelligence,,,10.1109/TAAI.2010.20,,53–59,,,,A1,information retrieval; LAMP dataset; lyrics; lyrics-and-audio mandopop dataset; Mandarin pop song; Mandarin pop songs; music; music information retrieval; music mood estimation; sentiment score approach; song emotion prediction; song valence; statistical analysis; valence
62,conferencePaper,2015,"Przybysz, A. L.; Corassa, R.; Santos, C. L. d; Silla, C. N.",Latin Music Mood Classification Using Cifras,"2015 IEEE International Conference on Systems, Man, and Cybernetics",,,10.1109/SMC.2015.296,,1682–1686,,,,A1,automatic emotion classification; Databases; emotion recognition; feature descriptors; Frequency modulation; Harmonic analysis; harmonic progression; harmonic structure; Latin music; Latin music cifras mood database; Latin music mood classification; LMCMD; mood; music; music emotion classification; music information retrieval; pattern classification; query processing; Support Vector Machines; text analysis; Web site querying; Web sites
63,conferencePaper,2013,"Acar, Esra",Learning Representations for Affective Video Understanding,Proceedings of the 21st ACM International Conference on Multimedia,978-1-4503-2404-5,,10.1145/2502081.2502215,http://doi.acm.org/10.1145/2502081.2502215,1055–1058,,,,A1,affect analysis; convolutional neural network; learning feature representations; support vector machine
64,conferencePaper,2009,"Dang, T. T.; Shirai, K.",Machine Learning Approaches for Mood Classification of Songs toward Music Search Engine,2009 International Conference on Knowledge and Systems Engineering,,,10.1109/KSE.2009.10,,144–149,,,,A1,audio music mood classification; Bayes methods; graph-based methods; graph theory; Humans; Information services; internet; learning (artificial intelligence); LiveJournal blog site; machine learning; machine learning algorithms; machine learning approaches; metadata; meta data; mood; mood categories; mood classification; music; music information retrieval; music search engine; naive Bayes methods; pattern classification; search engines; song lyrics; supervised learning; Support Vector Machines; SVM; text categorization; Training data; Web sites
65,journalArticle,2005,"Korhonen, M. D.; Clausi, D. A.; Jernigan, M. E.",Modeling emotional content of music using system identification,"IEEE Transactions on Systems, Man, and Cybernetics, Part B (Cybernetics)",,1083-4419,10.1109/TSMCB.2005.862491,,588–599,,3,36,A1,appraisals; arousal dimension; artificial intelligence; Automated; average R/sup 2/ statistic; Computer Simulation; Content based retrieval; emotion; emotion recognition; emotions; Humans; Information analysis; information retrieval; linear model structure; Mathematical model; model; Models; mood; Multidimensional systems; music; music emotional content modeling; music information retrieval; pattern recognition; perception; Psychological; psychology; psychometrics; statistics; system identification; Timbre; time series; valence dimension
66,conferencePaper,2011,"Lee, K.; Cho, M.",Mood Classfication from Musical Audio Using User Group-Dependent Models,2011 10th International Conference on Machine Learning and Applications and Workshops,,,10.1109/ICMLA.2011.96,,130–135,,,2,A1,accuracy; acoustics; audio signal processing; Automatic Playlist Generation; cognition; computational modeling; data classification; Data models; feature extraction; mood; mood perception; music; musical audio; music mood classification; music similarity computing; pattern classification; statistical analysis; statistical models; user group dependent models; users profile; Vectors
67,conferencePaper,2013,"Kumar, V.; Minz, S.",Mood classifiaction of lyrics using SentiWordNet,2013 International Conference on Computer Communication and Informatics,,,10.1109/ICCCI.2013.6466307,,1–5,,,,A1,accuracy; attribute relevance analysis; Bayes methods; Chi-Square classifiers; Classification algorithms; Computers; document classification; feature extraction; Feature Reduction; feature selection criteria; gain ratio; GINI index; information gain; information retrieval; k-nearest neighbor classifiers; KNN classifiers; latent semantic analysis; lsa; lyrics; lyrics mood classification; mood; mood classification; music; Naive Bayesian classifier; Niobium; numeric scores; ontologies (artificial intelligence); ontology; pattern classification; principal component analysis; Sentiment Feature; sentiment feature extraction; SentiWordNet; support vector machine; Support Vector Machines; SVM-based classifiers; text analysis; text data
68,conferencePaper,2012,"Ujlambkar, Aniruddha M.; Attar, Vahida Z.",Mood Classification of Indian Popular Music,Proceedings of the CUBE International Information Technology Conference,978-1-4503-1185-4,,10.1145/2381716.2381768,http://doi.acm.org/10.1145/2381716.2381768,278–283,,,,A1,Classification; data mining; mood; music
69,conferencePaper,2005,"Tolos, M.; Tato, R.; Kemp, T.",Mood-based navigation through large collections of musical data,"Second IEEE Consumer Communications and Networking Conference, 2005. CCNC. 2005",,,10.1109/CCNC.2005.1405146,,71–75,,,,A1,audio databases; Costs; Databases; Europe; Flash memory; Hierarchical systems; Keyboards; Libraries; mood; mood-based navigation; mood-based song exploration scheme; mood-based song selection scheme; music; musical database; musical data collection; music mood detection; navigation; Needles
